iter	RMSE
346	1.87047916
347	1.870207684
348	1.869890683
349	1.869617145
350	1.869444524
351	1.869286926
352	1.869081716
353	1.868991236
354	1.868849879
355	1.868592356
356	1.868469012
357	1.868285518
358	1.868104017
359	1.867878391
360	1.867639572
361	1.867435399
362	1.867289788
363	1.867110769
364	1.866926453
365	1.866791304
366	1.866588352
367	1.866354829
368	1.866096022
369	1.86599327
370	1.865779701
371	1.865643622
372	1.865483487
373	1.86536847
374	1.865186787
375	1.865014145
376	1.864851435
377	1.864670384
378	1.864458155
379	1.864281317
380	1.864191695
381	1.863989483
382	1.863799138
383	1.863620421
384	1.863473513
385	1.86327648
386	1.863072429
387	1.862914933
388	1.862796144
389	1.862577813
390	1.862322704
391	1.862192936
392	1.862034113
393	1.861865741
394	1.861722347
395	1.861599225
396	1.861344758
397	1.861138649
398	1.860984773
399	1.860796596
400	1.86059614
401	1.860353854
402	1.860147485
403	1.860022439
404	1.85987936
405	1.859661113
406	1.859502062
407	1.859331001
408	1.859191879
409	1.859041384
410	1.858924911
411	1.858715868
412	1.8585481
413	1.858433733
414	1.858265668
415	1.85811183
416	1.857871865
417	1.857710791
418	1.85749958
419	1.857349449
420	1.857189199
421	1.857024674
422	1.856839325
423	1.856667063
424	1.856496079
425	1.856309532
426	1.856135925
427	1.855936153
428	1.855746468
429	1.855504795
430	1.855366252
431	1.855214946
432	1.855114701
433	1.854970433
434	1.854788902
435	1.85462789
436	1.854484949
437	1.854311196
438	1.854133202
439	1.853956409
440	1.853798645
441	1.853680126
442	1.853522606
443	1.853369475
444	1.853166212
445	1.85292362
446	1.852707075
447	1.852539742
448	1.85239679
449	1.85226703
450	1.852061989
451	1.851879901
452	1.851656341
453	1.851492244
454	1.851340001
455	1.851184241
456	1.85106105
457	1.850836256
458	1.85069336
459	1.850588099
460	1.850419807
461	1.850362449
462	1.850127188
463	1.849911014
464	1.849756378
465	1.849592366
466	1.849464508
467	1.849343685
468	1.849210072
469	1.84899216
470	1.848834535
471	1.848782232
472	1.848643033
473	1.848392364
474	1.848227929
475	1.848049583
476	1.847903131
477	1.847811497
478	1.847582432
479	1.84743767
480	1.847232862
481	1.847081854
482	1.846878842
483	1.846788298
484	1.846637743
485	1.846385726
486	1.846287538
487	1.84609114
488	1.845935713
489	1.845754448
490	1.8456473
491	1.845465478
492	1.845267346
493	1.845117404
494	1.844978747
495	1.844798721
496	1.844604182
497	1.844512719
498	1.844372267
499	1.844207651
500	1.844034564
501	1.843884746
502	1.843767124
503	1.843642023
504	1.84348486
505	1.843366466
506	1.843222329
507	1.843070202
508	1.842965497
509	1.84280433
510	1.842580815
511	1.842370736
512	1.842225503
513	1.842083396
514	1.841980055
515	1.841900907
516	1.841751682
517	1.841632944
518	1.841417998
519	1.841269919
520	1.841087795
521	1.8409665
522	1.840860329
523	1.840721322
524	1.840568355
525	1.840458248
526	1.840354721
527	1.840222339
528	1.840045412
529	1.839830961
530	1.839726375
531	1.839563973
532	1.839407996
533	1.83931363
534	1.839189461
535	1.839104782
536	1.838955649
537	1.838790608
538	1.838666888
539	1.838574683
540	1.838374815
541	1.838272516
542	1.838119062
543	1.837940047
544	1.837761064
545	1.837629574
546	1.837494197
547	1.837300162
548	1.837163356
549	1.837041025
550	1.836922926
551	1.836823252
552	1.836701747
553	1.836517616
554	1.836350401
555	1.836231934
556	1.836084838
557	1.836040807
558	1.835893983
559	1.835774102
560	1.835667997
561	1.835426575
562	1.835244545
563	1.835119723
564	1.834885724
565	1.834759336
566	1.834571465
567	1.834460253
568	1.834356306
569	1.834217171
570	1.834080673
571	1.833945362
572	1.833815276
573	1.833774326
574	1.833649729
575	1.833511488
576	1.83341082
577	1.833331688
578	1.833176207
579	1.833033577
580	1.832846122
581	1.832743135
582	1.832621787
583	1.832583448
584	1.832383902
585	1.832280744
586	1.832143015
587	1.832068026
588	1.831948206
589	1.831835569
590	1.831730294
591	1.831519842
592	1.831418946
593	1.831245205
594	1.831089284
595	1.830960815
596	1.830861508
597	1.830758087
598	1.830624772
599	1.830455982
600	1.830371352
601	1.830256492
602	1.830118463
603	1.830016866
604	1.829882198
605	1.829744004
606	1.829565925
607	1.829462964
608	1.82931402
609	1.829222766
610	1.829079274
611	1.828944861
612	1.828809351
613	1.828691648
614	1.828494491
615	1.828408008
616	1.828208681
617	1.828008453
618	1.827913878
619	1.827812954
620	1.827664095
621	1.827557445
622	1.82740895
623	1.827234771
624	1.827127227
625	1.826952198
626	1.826775533
627	1.826616928
628	1.826463792
629	1.826339302
630	1.826179609
631	1.826011385
632	1.825866379
633	1.825731927
634	1.82563042
635	1.825460676
636	1.825264488
637	1.825129286
638	1.824965548
639	1.824842283
640	1.824701256
641	1.824547939
642	1.824431272
643	1.824307049
644	1.824234821
645	1.824141116
646	1.823995099
647	1.823895476
648	1.823824752
649	1.823731942
650	1.823587023
651	1.823486738
652	1.823339346
653	1.82316648
654	1.823034849
655	1.822879366
656	1.822784614
657	1.822626082
658	1.822496803
659	1.822397199
660	1.822328142
661	1.822176005
662	1.822014878
663	1.821899243
664	1.821762006
665	1.821632495
666	1.821552364
667	1.82141603
668	1.821322698
669	1.821209091
670	1.821051062
671	1.820898734
672	1.820739587
673	1.820606461
674	1.820494318
675	1.820374634
676	1.820268282
677	1.820222971
678	1.820098366
679	1.819976854
680	1.819848012
681	1.819733021
682	1.819616285
683	1.819575255
684	1.819437043
685	1.819322849
686	1.819204322
687	1.819089868
688	1.818972683
689	1.818842144
690	1.818755329
691	1.818653348
692	1.818533732
693	1.818366162
694	1.81822457
695	1.818126344
696	1.818036002
697	1.817930854
698	1.81778588
699	1.817691363
700	1.817493872
701	1.817342035
702	1.817229859
703	1.817050147
704	1.816866126
705	1.816808827
706	1.816735587
707	1.816580154
708	1.816480243
709	1.816380123
710	1.816240446
711	1.816126984
712	1.816046516
713	1.815945664
714	1.815854469
715	1.815712432
716	1.815529597
717	1.815358712
718	1.815269758
719	1.815153231
720	1.815069534
721	1.814934071
722	1.814825086
723	1.814705985
724	1.814619112
725	1.814517457
726	1.814365001
727	1.814252551
728	1.814139712
729	1.814042033
730	1.813939967
731	1.813801869
732	1.813698655
733	1.813595531
734	1.813525607
735	1.813402732
736	1.813273204
737	1.813164384
738	1.813043196
739	1.81290646
740	1.812824076
741	1.812699867
742	1.812615485
743	1.812533578
744	1.812409727
745	1.812300718
746	1.812243009
747	1.81213278
748	1.812047485
749	1.811919864
750	1.811826105
751	1.811712157
752	1.811522537
753	1.81145301
754	1.811348833
755	1.811247801
756	1.811160788
757	1.811006755
758	1.810941722
759	1.810856971
760	1.810779159
761	1.810712636
762	1.810605407
763	1.810499288
764	1.810415233
765	1.810328023
766	1.810237452
767	1.810114914
768	1.809937003
769	1.809802275
770	1.809667458
771	1.809572206
772	1.809440262
773	1.809334725
774	1.809220344
775	1.809108479
776	1.809031574
777	1.808946172
778	1.808805811
779	1.808672099
780	1.808579133
781	1.808509582
782	1.808423603
783	1.808285111
784	1.808175843
785	1.808012668
786	1.807911733
787	1.807835136
788	1.807707242
789	1.807633707
790	1.807487613
791	1.807363732
792	1.807248091
793	1.807154824
794	1.807016226
795	1.806948036
796	1.806812846
797	1.806781319
798	1.80668242
799	1.806529856
800	1.806394335
801	1.806240772
802	1.806139862
803	1.806026572
804	1.805929366
805	1.805804703
806	1.805738047
807	1.805656387
808	1.805516787
809	1.805398658
810	1.805248081
811	1.805101205
812	1.805003924
813	1.804881935
814	1.804776553
815	1.804622636
816	1.804535219
817	1.804416362
818	1.804315472
819	1.804213626
820	1.804089008
821	1.8040115
822	1.803895658
823	1.803816043
824	1.803705015
825	1.803592023
826	1.803534237
827	1.803420767
828	1.803261048
829	1.803142214
830	1.803047954
831	1.802926951
832	1.802806951
833	1.802713545
834	1.802607339
835	1.802505683
836	1.802397632
837	1.80231271
838	1.802174042
839	1.802079509
840	1.801994307
841	1.801853799
842	1.801767258
843	1.801662137
844	1.801512858
845	1.801393636
846	1.801286033
847	1.801185569
848	1.801043539
849	1.800927381
850	1.800830119
851	1.800760957
852	1.800650994
853	1.800521274
854	1.800433765
855	1.800289451
856	1.800186041
857	1.8000596
858	1.799989273
859	1.799924223
860	1.799781431
861	1.799621443
862	1.799562178
863	1.799398707
864	1.799285431
865	1.799168363
866	1.799054368
867	1.798910855
868	1.79879696
869	1.798722315
870	1.798599622
871	1.798500684
872	1.798394298
873	1.798320549
874	1.798189199
875	1.798073574
876	1.797976128
877	1.797801462
878	1.7977003
879	1.797631814
880	1.797494976
881	1.797361095
882	1.797244618
883	1.797140028
884	1.797034398
885	1.796858998
886	1.796769803
887	1.796647631
888	1.796512076
889	1.79636784
890	1.796248749
891	1.796111792
892	1.796014329
893	1.795949744
894	1.795867937
895	1.795744001
896	1.795690699
897	1.795588207
898	1.795505816
899	1.795344024
900	1.795187912
901	1.795114996
902	1.794982801
903	1.794884193
904	1.794752817
905	1.794644441
906	1.794533733
907	1.794438108
908	1.794345366
909	1.794234598
910	1.794126449
911	1.794013751
912	1.793887076
913	1.79381731
914	1.793745485
915	1.793602542
916	1.793479912
917	1.793379735
918	1.793300908
919	1.793199414
920	1.793066574
921	1.792944153
922	1.792840528
923	1.792693918
924	1.792593054
925	1.792482433
926	1.792388083
927	1.792299637
928	1.792234586
929	1.792119265
930	1.792046853
931	1.791950047
932	1.791803478
933	1.791667647
934	1.791498826
935	1.791409829
936	1.791306111
937	1.791242781
938	1.791106768
939	1.791013427
940	1.79091223
941	1.790850236
942	1.790715745
943	1.790647523
944	1.790554642
945	1.790419826
946	1.790330218
947	1.790301843
948	1.790223582
949	1.790134898
950	1.790030262
951	1.789892301
952	1.789804444
953	1.789698759
954	1.789597234
955	1.789450368
956	1.789320649
957	1.789218333
958	1.789108625
959	1.789025153
960	1.788956428
961	1.788831087
962	1.788754731
963	1.788640963
964	1.788525953
965	1.788408233
966	1.788303437
967	1.788183133
968	1.788081075
969	1.787978534
970	1.787843039
971	1.787709216
972	1.787574366
973	1.787521077
974	1.787429457
975	1.787344084
976	1.7873065
977	1.78718883
978	1.787092657
979	1.786996866
980	1.786916194
981	1.786799686
982	1.786699883
983	1.786655258
984	1.786586491
985	1.786512044
986	1.786397573
987	1.786262756
988	1.78615209
989	1.786062425
990	1.78595803
991	1.785876379
992	1.785811532
993	1.785708274
994	1.785613743
995	1.785478403
996	1.78541412
997	1.785336026
998	1.785297967
999	1.78519806
